Sr,Name,Material Code,Material Name,Material Group,Marerial New Group,Has Serial No,Customer Code
777,103229,103229,"Main Shaft Oil Seal, GB-750 (LUCAS-TVS) for LPK 1618",Consumable,Motor Vehicle Stores & Spares (GAD),0,
778,103228,103228,Clutch Servo for LPK 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
779,103227,103227,Crown & Final Wheel Taper Bearing for LPK 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
780,103226,103226,Spring Buffer Mounting (Gudka) for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
781,103225,103225,Propeller Shaft Cross Bearing for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
782,103224,103224,Tie Rod End Assy for LPK Tipper 1618,Consumable,Motor Vehicle Stores & Spares (GAD),0,
783,103222,103222,Jack Lever Set (Fortuner),Consumable,Motor Vehicle Stores & Spares (GAD),0,
784,103221,103221,HT Nuts & Bolts 18x80mm full thread with washer,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
785,103220,103220,HT Nuts & Bolts 16x100mm full thread with washer,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
786,103219,103219,Gasket for Tensioner (AX818TRAKS02),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
787,103218,103218,"Radiator, C9 (24816051)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
788,103217,103217,"Radiator, C4.4 (65502450)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
789,103216,103216,Gasket (AX818TRAKS03),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
790,103215,103215,Hydraulic spring compress device (25648031),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
791,103214,103214,Machine Control Unit (60526020),Consumable,Electrical (Stores & Spares),0,
792,103213,103213,Umbilical Control Unit (60501346),Consumable,Electrical (Stores & Spares),0,
793,103212,103212,Injector Harness C9 (5462154),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
794,103211,103211,"Base Valve, C4.4 (2984551)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
795,103210,103210,"Alternator pully, C4.4 (2287391)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
796,103209,103209,Gasket top cover (2984546),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
797,103208,103208,"Gasket rocker cover, C4.4 (2984552)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
798,103207,103207,Alternator C4.4 (3397767),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
799,103206,103206,"Starter Motor, C4.4 (5269854)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
800,103205,103205,"Starter Motor, C9 (2071556)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
801,103204,103204,DA & Oxygen Key,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
802,103203,103203,Cover 2686374055 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
803,103202,103202,Spring 2635321603 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
804,103201,103201,"Bushing, Housing 2635318013 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
805,103200,103200,Glass Set Medium (Borosil),Consumable,Other Miscelleanous Stores & Spares,0,
806,103199,103199,La Coffee Cup Set,Consumable,Plant & Machinery Stores & Spares (ECM),0,
807,103198,103198,Washer 2635317205 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
808,103197,103197,"Washer, Piston 2635317239 for ECM660",Consumable,Plant & Machinery Stores & Spares (ECM),0,
809,103196,103196,Cap-Screw 2635321595 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
810,103195,103195,Dinner Set (Zarah Dinner Set 37),Consumable,Other Miscelleanous Stores & Spares,0,
811,103194,103194,Screw 2653271162 for ECM660,Consumable,Plant & Machinery Stores & Spares (ECM),0,
812,103193,103193,"Element Assy, Fuel Filter for Fortuner Part # 23390-OLO70 (BG-2-A1229)",Consumable,Motor Vehicle Stores & Spares (GAD),0,
813,101858,101858,"Element Assy, Fuel for Fortuner Part# 23390-OLO41 (BG-1-A1931)",Consumable,Motor Vehicle Stores & Spares (GAD),0,
814,103192,103192,"Push rod (Sec. cr.), rod diameter: 50 mm, rod Length: 1200mm, thread: 300mm (double nut)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
815,103191,103191,"Secondary Crusher Spring (Rod Diameter 30mm, Outer diameter 150mm, Inner diameter 90mm, Free Length 400mm & No. of Coil 9 Coils)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
816,102831,102831,Assy Oil Filter (Part # 570118999901) for TATA Prima,Consumable,Motor Vehicle Stores & Spares (GAD),0,
817,101841,101841,Fuel Filter for TATA Prima ( Part # 570107999901),Consumable,Motor Vehicle Stores & Spares (GAD),0,
818,103190,103190,Air Filter Inner 3212412,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
819,103189,103189,"Black Glass : Length 46"" x Breadth 17.5""",Consumable,Building & Civil Stores & Spares,0,
820,103188,103188,"Black Glass : Length 46"" x Breadth 17""",Consumable,Building & Civil Stores & Spares,0,
821,103187,103187,"Black Glass : Length 46"" x Breadth 16.5""",Consumable,Building & Civil Stores & Spares,0,
822,103186,103186,Filter element (2531-5253),Consumable,Plant & Machinery Stores & Spares (Crusher),0,
823,103185,103185,"Solenoid Valve, Hyd. Pump (YN35V00054F2) for Excavator SK220",Consumable,Plant & Machinery Stores & Spares (Excavators),0,
824,101273,101273,"Primary Crusher Spring (Rod diameter 36mm, 11 coils Outer diameter 220mm, Inner diameter 150mm, Free Length 700 - 750mm)",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
825,103184,103184,Joint Bolt,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
826,103183,103183,Wireless Mouse,Consumable,Data Processig Stores & Spares,0,
827,103182,103182,HDMI Cable ,Consumable,Data Processig Stores & Spares,0,
828,103181,103181,Cat6 Cable (305mtrs),Consumable,Data Processig Stores & Spares,0,
829,103180,103180,Battery Terminal End for TATA 1613,Consumable,Motor Vehicle Stores & Spares (GAD),0,
830,103179,103179,Motor stand spering adjuster-5001-57-01-11,Consumable,Data Processig Stores & Spares,0,
831,103178,103178,Spering-CH1700-7250160,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
832,103177,103177,Driver belt Grizzly driver -SPB2650-5001-57-01-11,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
833,103176,103176,Return Roller-2495-1130,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
834,103175,103175,Electric motor cable-[ 3Core] 2.5 sq.mm,Consumable,Electrical (Stores & Spares),0,
835,103174,103174,Electric motor cable- [3 Core] 10 sq.mm,Consumable,Electrical (Stores & Spares),0,
836,103173,103173,Electric motor cable-[3 Core] 6 sq.mm,Consumable,Electrical (Stores & Spares),0,
837,103172,103172,"Motor Protection Circuit Breaker (MPCB), 9-14A,3Pole,GV2-ME14-60711005",Consumable,Electrical (Stores & Spares),0,
838,103171,103171,"Motor Protection Circuit Breaker (MPCB),24-32A,3pole,GV2 ME32-60711009",Consumable,Electrical (Stores & Spares),0,
839,103170,103170,"Power Contactor,38A,3Pole,220V AC with 1NO,LC1 D38M7-60719019",Consumable,Electrical (Stores & Spares),0,
840,103169,103169,"Auxiliary Contact Block,3NO+1NC,LADN31N-60719033",Consumable,Electrical (Stores & Spares),0,
841,103168,103168,"Trip Contact for MPCB,1NO+1NC,GVAE11-60711012",Consumable,Electrical (Stores & Spares),0,
842,103167,103167,"Emergency stop push button,Latched,Turn to release with 1NC contact,Red Color, 22.3 mmdia,XB5-AS 542N-60715015",Consumable,Electrical (Stores & Spares),0,
843,103166,103166,"Selector Switch,2 Position,Spring return (Momentary),XB5-AD41N-60715012",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
844,103165,103165,"Non-illuminated Push Button with 1 NO contact,Green Color,XB5-AA31N-60715001",Consumable,Electrical (Stores & Spares),0,
845,103164,103164,"Indicating Lamp,220V AC,  LED Type, Amber,XB7EV08MPN-60746003",Consumable,Electrical (Stores & Spares),0,
846,103163,103163,"Indicating Lamp,220V AC,  LED Type, Green,XB7EV03MPN-60746002",Consumable,Electrical (Stores & Spares),0,
847,103162,103162,"Indicating Lamp,220V AC,  LED Type, Red,XB7EV04MPN-60746001",Consumable,Electrical (Stores & Spares),0,
848,103161,103161,"Auxiliary Contact block,1NC,ZBE-102N-60715010",Consumable,Electrical (Stores & Spares),0,
849,103160,103160,"Auxiliary Contact block,1NO,ZBE-101N-60715009",Consumable,Electrical (Stores & Spares),0,
850,103159,103159,"Non-illuminated Push Button with 1 NO contact,Blue Color,XB5-AA61N-60715007",Consumable,Electrical (Stores & Spares),0,
851,103158,103158,"Selector Switch,2 Position,latched with 1NO and 1NC contact,XB5-AD21N-60715011",Consumable,Electrical (Stores & Spares),0,
852,103157,103157,"Selector Switch,3 Position,Spring return with 2 NO contact,XB5-AD53N-60715014",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
853,103156,103156,"Selector Switch,3 Position,latched with 2 NO contact,XB5-AD33N-60715013",Consumable,Electrical (Stores & Spares),0,
854,103155,103155,"Emergency stop push button,Latched,Turn to release with 1NC contact,Red Color, 22.3 mmdia,XB5-AS 542N-60715018",Consumable,Electrical (Stores & Spares),0,
855,103154,103154,"Illuminated Push Button,Green Color, 22.3 mmdia,230V AC,XB5 AW33M1N-60715006",Consumable,Electrical (Stores & Spares),0,
856,103153,103153,"Illuminated Push Button,Red Color, 22.3 mmdia,230V AC,XB5 AW34M2N-60715005",Consumable,Electrical (Stores & Spares),0,
857,103152,103152,"Analog digit hour meter,HM36 series,220V AC, 6 digits,Non-resettable,Motorised,LA25F1) -60745008",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
858,103151,103151,"Feeder Speed Display,220V AC, 8 digit LCD display, Size 96x48 mm,MT4W DA 4N-60745007",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
859,103150,103150,"Analog Ammeter,72X72mm,0-600 Amps-60745006",Consumable,Electrical (Stores & Spares),0,
860,103149,103149,Single station push button box with  two position selector switch latched and 2 NO contact blocks-60722001,Consumable,Electrical (Stores & Spares),0,
861,103148,103148,"Star-Delta Timer,24-240V AC/DC, 5A, 1NO ( STAR) +1NO ( DELTA),20ASDT0 -60719108",Consumable,Electrical (Stores & Spares),0,
862,103147,103147,"Timer (ON Delay),24-240AC/DC, 5A, 2NO + 2NC,20A5DT5 -60719107",Consumable,Electrical (Stores & Spares),0,
863,103146,103146,"Control relay base,2 C/O,MY2N,24VDC,MAKE:OMRON-60719104",Consumable,Electrical (Stores & Spares),0,
864,103145,103145,"Control relay base,4 C/O,PYF14A,MAKE OMRON-60719106",Consumable,Electrical (Stores & Spares),0,
865,103144,103144,"Control relay base,2 C/O,PYF08A,MAKE:OMRON-60719105",Consumable,Electrical (Stores & Spares),0,
866,103141,103141,"Control relay,4 C/O,5A,MY4N ,200/220V AC-60719103",Consumable,Electrical (Stores & Spares),0,
867,103140,103140,"Control relay,2 C/O,5A,MY2N ,200/220V AC-60719102",Consumable,Electrical (Stores & Spares),0,
868,103139,103139,"Auxiliary Contact Block, 4NO,LADN40N-60719030",Consumable,Electrical (Stores & Spares),0,
869,103138,103138,"Auxiliary Contact Block,2NO+2NC,LADN22N-60719032",Consumable,Electrical (Stores & Spares),0,
870,103137,103137,"Auxiliary Contactor,4NO, 220V AC, 5A,CA2KN40M7-60719028",Consumable,Electrical (Stores & Spares),0,
871,103136,103136,"Power Contactor,18A,3Pole 220V AC with 1NO,LC1 D18M7 -60719016",Consumable,Electrical (Stores & Spares),0,
872,103135,103135,"Power Contactor,18A,3Pole 220V AC with 1NO,LC1 D18M7-60719016",Consumable,Electrical (Stores & Spares),0,
873,103134,103134,"Power Contactor,12A,3Pole, 220V AC with 1NO,LC1 D12M7-60719015",Consumable,Electrical (Stores & Spares),0,
874,103133,103133,"Power Contactor,9A,3Pole, 220V AC with 1NO,LC1 D09M7-60719014",Consumable,Electrical (Stores & Spares),0,
875,103132,103132,"Power Contactor,25A,3Pole 220V AC with 1NO,LC1 D25M7-60719017",Consumable,Electrical (Stores & Spares),0,
876,103131,103131,"Power Contactor,50A,3Pole,220V AC with 1NO,LC1 D50M7-60719020",Consumable,Electrical (Stores & Spares),0,
877,103130,103130,"Motor Protection Circuit Breaker (MPCB),2.5-4A,3Pole,GV2 ME08-60711003",Consumable,Electrical (Stores & Spares),0,
878,103129,103129,"Motor Protection Circuit Breaker (MPCB),17-23A,3Pole,GV2-ME21-",Consumable,Electrical (Stores & Spares),0,
879,103128,103128,"Motor Protection Circuit Breaker (MPCB),0.63-1A,3Pole,GV2 ME05-60711003",Consumable,Electrical (Stores & Spares),0,
880,103127,103127,"Motor Protection Circuit Breaker (MPCB),37-50A,3pole,GV3 -P50 - 60711011",Consumable,Electrical (Stores & Spares),0,
881,103126,103126,"Motor Protection Circuit Breaker (MPCB),6-10A,3Pole,GV2-ME14 - 60711004",Consumable,Electrical (Stores & Spares),0,
882,103125,103125,ROTOMOTIVE GEARED MOTOR 7.5 KW - 5000-76-02-13,Consumable,Electrical (Stores & Spares),0,
883,103124,103124,ROTOMOTIVE GEARED MOTOR 11 KW - 5000-76-02-07,Consumable,Electrical (Stores & Spares),0,
884,103123,103123,ROTOMOTIVE GEARED MOTOR 5.5 KW - 5001-76-003,Consumable,Electrical (Stores & Spares),0,
885,103122,103122,speed cutter wheel Make- Bosch -BOSH GC0 220[dia 355 mm[inside hole dia 25.4 mm],Consumable,Tools and Tackle,0,
886,103121,103121,Cutting wheel  Make- Bosch - 180 x2x22mm,Consumable,Tools and Tackle,0,
887,103120,103120,Cutting wheel  Make- Bosch -100x 1x16mm,Consumable,Tools and Tackle,0,
888,103119,103119,Krebs[cold vulcanizing cement  Make- Krebs (1 Box =12 kgs - CEMENT KS 5010,Consumable,Building & Civil Stores & Spares,0,
889,103118,103118,Guide roller,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
890,103117,103117,Drill Rod -30 mm Dia[L=7 mtrs] ,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
891,103116,103116,Screen Drive belt SPB L=2360 Make- Poly F - 5002-63-10,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
892,103115,103115,Pillow block bearing(Head end) - 2421-0015SN,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
893,103114,103114,Head Drum-500 BW - 5000-18-10-04,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
894,103113,103113,Tail Pulley-500 BW - 5000-18-10-04,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
895,103112,103112,Head Drum-800 BW - 5000-18-01-03-001,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
896,103111,103111,Head Drum-1000 BW - 5000-18-01-03-001,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
897,103110,103110,Tail Pulley-1000 BW - 5000-18-10-04,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
898,103109,103109,Tail Pulley-800 BW - 5000-18-10-04,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
899,103108,103108,MP50 PILLOW BLOCK ( NTN )-2421-0010SN,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
900,103107,103107,Slider -AX818-110-502-IN,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
901,103106,103106,Tube -AX818-110-503-003-IN,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
902,103105,103105,Threaded Bar - AX818-110-503-001-IN,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
903,103104,103104,M20-2.5 Plain Hex Head Locknut GR 8.8 BS3692-2215-0116,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
904,103103,103103,Roller for Troughing Idler 1000 BW for BC2 BELT-2495-3013,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
905,103102,103102,Roller for Troughing Idler assly 1000 BW for BC2 BELT - 2495-3009,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
906,103101,103101,Return Idler 1000 BW for BC2 Belt - 2495-1130,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
907,103100,103100,Roller for Troughing Idler 800 BW - 5000-73-02--01-008,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
908,103099,103099,Impact Idler for 800 BW - 5000-73-02-07-001,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
909,103098,103098,Return Idler 800 BW - 5000-73-02-07-001,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
910,103097,103097,Roller for Troughing Idler 500 BW - 5000-73-04-001,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
911,103096,103096,Impact Idler for 500 BW - 5000-73-04-03-001,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
912,103095,103095,Return Idler 500 BW - 5000-73-05-001,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
913,103094,103094,Wire Mesh 1500 mm x 1200 mm [hole size 100  mm] - 12450170_100-,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
914,103093,103093,"Wire Mesh 1500 mm x 1200 mm [hole size 95  mm] - 5002-56-23- 14X5, 95MM PUNCH PLA TE-",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
915,103092,103092,Wire Mesh 1500 mm x 1200 mm [hole size 80  mm] - 12450170_80,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
916,103091,103091,Wire Mesh 1500mmx1200 mm[holesize 6 mm] - 12450170_6,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
917,103090,103090,Wire Mesh 1500 mmx 1200 mm[hole size 12 mm] -12450170_12,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
918,103089,103089,Wire Mesh 1500 mmx 1200 mm[hole size 24mm] - 12450170_24,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
919,103088,103088,Wire Mesh 1500 mm x 1200 mm [hole size 42 mm] - 12450170_42,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
920,103087,103087,"400 AMPS,HN SIZE 1[gn size-1 100kA Gg]-60711028",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
921,103086,103086,630 A [415 V-42.2 W]HN Size3 (100 kA Gg) - 60711027,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
922,103085,103085,"800 AMPS,HN SIZE 3[hn-size-3 100kA Gg]",Consumable,Plant & Machinery Stores & Spares (Crusher),0,
923,103084,103084,250 A [415V-17.3 W] HN Size1 (100 kA Gg) - 60711026,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
924,102945,102945,Conveyor Belt Open End (500mmxRating: 400/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century) Type: Plain,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
925,102934,102934,Conveyor Belt Open End (1200mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century) Type: Plain,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
926,102948,102948,Conveyor Belt Open End (1050mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century) Type: Plain,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
927,102947,102947,Conveyor Belt Open End (800mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century) Type: Chevron,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
928,102946,102946, Conveyor Belt Open End (650mmxRating: 315/3ply xTop:5mmxBottom:2mmx Grade:SAR (Century) Type: Chevron,Consumable,Plant & Machinery Stores & Spares (Crusher),0,
929,103083,103083,Marking Cloth,Consumable,OHS Stores & Spares,0,
930,103082,103082,CP Angle Cock,Consumable,Building & Civil Stores & Spares,0,
931,103081,103081,PVC Box (8x10),Consumable,Building & Civil Stores & Spares,0,
932,103080,103080,Distribution Box 16 way,Consumable,Electrical (Stores & Spares),0,
933,103079,103079,"Hikoki Blade 4""",Consumable,Building & Civil Stores & Spares,0,
934,103078,103078,"U Bolt 8"" (DC Turbo)",Consumable,Motor Vehicle Stores & Spares (GAD),0,
935,103077,103077,Rear Spring 5th Leaf (DC Turbo),Consumable,Motor Vehicle Stores & Spares (GAD),0,
936,103076,103076,Rear Spring 4th Leaf (DC Turbo),Consumable,Motor Vehicle Stores & Spares (GAD),0,
937,103075,103075,Rear Spring 3rd Leaf (DC Turbo),Consumable,Motor Vehicle Stores & Spares (GAD),0,
938,103074,103074,Rear Spring Auxiliary B (DC Turbo),Consumable,Motor Vehicle Stores & Spares (GAD),0,
939,103073,103073,Rear Spring Auxiliary A (DC Turbo),Consumable,Motor Vehicle Stores & Spares (GAD),0,
940,103072,103072,CFL Bulb 18W,Consumable,Electrical (Stores & Spares),0,
941,103071,103071,Casing Capping 38mm,Consumable,Building & Civil Stores & Spares,0,
942,103069,103069,Rear Spring 2nd Leaf (DC Turbo),Consumable,Motor Vehicle Stores & Spares (GAD),0,
943,103070,103070,Batten Holder,Consumable,Electrical (Stores & Spares),0,
944,103068,103068,Rear Spring Main (DC Turbo),Consumable,Motor Vehicle Stores & Spares (GAD),0,
945,103067,103067,Plain Glass 4'x6'x4mm,Consumable,Building & Civil Stores & Spares,0,
946,103066,103066,Socket with Indicator,Consumable,Electrical (Stores & Spares),0,
947,103065,103065,"Circular Saw Blade 4""",Consumable,Tools and Tackle,0,
948,103064,103064,PVC Tee 50mm,Consumable,Building & Civil Stores & Spares,0,
949,103063,103063,PVC D Bend 110mm,Consumable,Building & Civil Stores & Spares,0,
950,103062,103062,PVC P Bend 110mm,Consumable,Building & Civil Stores & Spares,0,
951,103061,103061,PVC Socket 110mm,Consumable,Building & Civil Stores & Spares,0,
952,103060,103060,PVC Pipe 50mm,Consumable,Building & Civil Stores & Spares,0,
953,103059,103059,PVC Pipe 110mm,Consumable,Building & Civil Stores & Spares,0,
954,103058,103058,Mason Thread,Consumable,Building & Civil Stores & Spares,0,
955,103057,103057,"Rod Cutter Blade (4"")",Consumable,Tools and Tackle,0,
956,103055,103055,"Get Valve 9""",Consumable,Building & Civil Stores & Spares,0,
957,103054,103054,Planner Blade (Bosch),Consumable,Tools and Tackle,0,
958,103053,103053,Bosch Drill Bits,Consumable,Building & Civil Stores & Spares,0,
959,103052,103052,Wood Drill Bits,Consumable,Building & Civil Stores & Spares,0,
960,103051,103051,Gold Paint,Consumable,Building & Civil Stores & Spares,0,
961,103050,103050,Gang Box 3 way,Consumable,Electrical (Stores & Spares),0,
962,103049,103049,Distribution Box 8 way,Consumable,Electrical (Stores & Spares),0,
963,103048,103048,"Male Adopter 3/4"" x 1/2""",Consumable,Building & Civil Stores & Spares,0,
964,103047,103047,CPVC Glue 250ml,Consumable,Building & Civil Stores & Spares,0,
965,103046,103046,CP Sliding Bolt 250mm,Consumable,Building & Civil Stores & Spares,0,
966,103045,103045,CPVC Socket 20mm,Consumable,Building & Civil Stores & Spares,0,
967,103044,103044,CPVC Tee 20mm,Consumable,Building & Civil Stores & Spares,0,
968,103043,103043,CPVC Elbow 20mm,Consumable,Building & Civil Stores & Spares,0,
969,103042,103042,CPVC Pipe 20mm,Consumable,Building & Civil Stores & Spares,0,
970,100908,100908,MS Joist (300mmx140mmx3200mmx7.5mm),Consumable,Plant & Machinery Stores & Spares (Weighbridge),0,
971,103041,103041,CGI Sheet 0.50mm*12ft,Consumable,Building & Civil Stores & Spares,0,
972,103040,103040,Plywood 10mm,Consumable,Building & Civil Stores & Spares,0,
973,103039,103039,Hand Sanitizer 100ml (AWPL),Consumable,OHS Stores & Spares,0,
974,103038,103038,Hand Sanitizer 200ml (AWPL),Consumable,OHS Stores & Spares,0,
975,103037,103037,Hand Sanitizer 500ml (AWPL),Consumable,OHS Stores & Spares,0,
976,103036,103036,3 Pin Top 15A,Consumable,Electrical (Stores & Spares),0,
977,103035,103035,Glass Putty,Consumable,Building & Civil Stores & Spares,0,
978,103034,103034,Head Light Bulb for Fortuner,Consumable,Motor Vehicle Stores & Spares (GAD),0,
979,103033,103033,Bearing 607 2RS for Drilling Machine,Consumable,Building & Civil Stores & Spares,0,
980,103032,103032,Bearing 6000 2RS for Drilling Machine,Consumable,Building & Civil Stores & Spares,0,
981,103031,103031,"Center Bolt 8"" for TATA Star Bus",Consumable,Motor Vehicle Stores & Spares (GAD),0,
982,103030,103030,Brake Shoe Rear (Scorpio),Consumable,Motor Vehicle Stores & Spares (GAD),0,
983,103029,103029,Rear Shocker Absorber (Scropio),Consumable,Motor Vehicle Stores & Spares (GAD),0,
984,103028,103028,Shocker Absorber Front (Scropio),Consumable,Motor Vehicle Stores & Spares (GAD),0,
985,103027,103027,Spring for Isuzu DMAX 2nd Leaf (Back Side),Consumable,Motor Vehicle Stores & Spares (GAD),0,
986,103026,103026,Vehicle Number Sticker,Consumable,Motor Vehicle Stores & Spares (GAD),0,
987,103025,103025,Battery for Bolero (12V 600AH),Consumable,Motor Vehicle Stores & Spares (GAD),0,
988,103024,103024,USB for Car,Consumable,Motor Vehicle Stores & Spares (GAD),0,
989,103023,103023,Key & Lock (Small),Consumable,OHS Stores & Spares,0,
990,103022,103022,Key & Lock (Big),Consumable,OHS Stores & Spares,0,
991,103021,103021,Tea Sieve,Consumable,Other Miscelleanous Stores & Spares,0,
992,103020,103020,Aluminum Curry Pot,Consumable,Other Miscelleanous Stores & Spares,0,
993,103019,103019,Karai (Kitchen),Consumable,Other Miscelleanous Stores & Spares,0,
994,103018,103018,Prestige Fry Pan,Consumable,Other Miscelleanous Stores & Spares,0,
995,103017,103017,Prestige Omega,Consumable,Other Miscelleanous Stores & Spares,0,
996,103016,103016,Bed Sheet Double,Consumable,Other Miscelleanous Stores & Spares,0,
997,103015,103015,Peeler,Consumable,Other Miscelleanous Stores & Spares,0,
998,103014,103014,Vegetable Cutter,Consumable,Other Miscelleanous Stores & Spares,0,
999,103013,103013,Gas Pipe,Consumable,Other Miscelleanous Stores & Spares,0,
1000,103012,103012,Gas Stove (Steel Stand-HOT SUN),Consumable,Other Miscelleanous Stores & Spares,0,
1001,103011,103011,Fork Spoon (Steel),Consumable,Other Miscelleanous Stores & Spares,0,
1002,103010,103010,Steel Spoon,Consumable,Other Miscelleanous Stores & Spares,0,
1003,103009,103009,Melamine Cup (DM.321-Dal Cup),Consumable,Other Miscelleanous Stores & Spares,0,
1004,103008,103008,Liruphati Karay 1.5,Consumable,Other Miscelleanous Stores & Spares,0,
1005,103007,103007,Plastic Bucket Big (TajPlate),Consumable,Other Miscelleanous Stores & Spares,0,
1006,103006,103006,Plastic Long Jug,Consumable,Other Miscelleanous Stores & Spares,0,
1007,103005,103005,Aluminum Bowl (Medium),Consumable,Other Miscelleanous Stores & Spares,0,
1008,103004,103004,GI Nail Screw 2.5'',Consumable,Building & Civil Stores & Spares,0,
1009,103003,103003,Switch & Socket 16Amp - Neon Bulb,Consumable,Electrical (Stores & Spares),0,
1010,103002,103002,"T Bolt 4""",Consumable,Building & Civil Stores & Spares,0,
1011,103001,103001,"GI Carriage Bolt 2""",Consumable,Building & Civil Stores & Spares,0,
1012,103000,103000,"Sliding bolt - Aluminum 8""",Consumable,Building & Civil Stores & Spares,0,
1013,102999,102999,"Sliding bolt 8""",Consumable,Building & Civil Stores & Spares,0,
1014,102998,102998,"Hinges 2.5""",Consumable,Building & Civil Stores & Spares,0,
1015,102997,102997,M seal 100gms,Consumable,Other Miscelleanous Stores & Spares,0,
1016,102996,102996,Copper wire 0.75 sq.mm,Consumable,Electrical (Stores & Spares),0,
1017,102995,102995,Switch 5Amps,Consumable,Electrical (Stores & Spares),0,
1018,102994,102994,Plastic Grips,Consumable,Building & Civil Stores & Spares,0,
1019,102993,102993,"GI Tank Nipple 0.5""",Consumable,Building & Civil Stores & Spares,0,
1020,102992,102992,"PVC ""T"" Joint 1""",Consumable,Building & Civil Stores & Spares,0,
1021,102991,102991,"PVC Outer Bend 1""",Consumable,Building & Civil Stores & Spares,0,
